第1环质量,第2环质量,第3环质量,公差,最大公约数
32010,42174,52338,10164,66
29790,42174,54558,12384,18
28530,42174,55818,13644,18
28314,42174,56034,13860,198
28182,42174,56166,13992,66
25974,42174,58374,16200,54
23430,42174,60918,18744,4686
22410,42174,61938,19764,54
22110,42174,62238,20064,66
21870,42174,62478,20304,54
21714,42174,62634,20460,66
18450,42174,65898,23724,18
16254,42174,68094,25920,54
15246,42174,69102,26928,198
9990,42174,74358,32184,54
41706,42462,43218,756,126
39858,42462,45066,2604,42
39606,42462,45318,2856,42
38970,42462,45954,3492,18
38790,42462,46134,3672,18
38682,42462,46242,3780,126
37926,42462,46998,4536,126
37890,42462,47034,4572,18
37206,42462,47718,5256,18
34902,42462,50022,7560,126
32190,42462,52734,10272,6
30366,42462,54558,12096,126
26586,42462,58338,15876,126
23058,42462,61866,19404,126
16758,42462,68166,25704,126
13986,42462,70938,28476,126
11070,42462,73854,31392,18
10962,42462,73962,31500,126
9750,42462,75174,32712,6
41670,42510,43350,840,30
39510,42510,45510,3000,30
37962,42510,47058,4548,6
37290,42510,47730,5220,30
35178,42510,49842,7332,78
33306,42510,51714,9204,78
30810,42510,54210,11700,390
28854,42510,56166,13656,6
24390,42510,60630,18120,30
16926,42510,68094,25584,78
15210,42510,69810,27300,390
11466,42510,73554,31044,78
10290,42510,74730,32220,30
9030,42510,75990,33480,30
41670,42822,43974,1152,18
41490,42822,44154,1332,18
41454,42822,44190,1368,18
40410,42822,45234,2412,18
40170,42822,45474,2652,78
39510,42822,46134,3312,18
37926,42822,47718,4896,18
37890,42822,47754,4932,18
34110,42822,51534,8712,18
33570,42822,52074,9252,18
33306,42822,52338,9516,4758
32382,42822,53262,10440,18
32214,42822,53430,10608,78
30330,42822,55314,12492,18
30186,42822,55458,12636,702
27630,42822,58014,15192,18
25290,42822,60354,17532,18
24066,42822,61578,18756,18
23670,42822,61974,19152,18
23166,42822,62478,19656,702
22302,42822,63342,20520,54
15834,42822,69810,26988,78
13950,42822,71694,28872,18
11466,42822,74178,31356,234
7650,42822,77994,35172,18
7410,42822,78234,35412,78
42066,43110,44154,1044,18
42030,43110,44190,1080,90
39186,43110,47034,3924,18
38502,43110,47718,4608,18
37962,43110,48258,5148,18
37206,43110,49014,5904,18
34146,43110,52074,8964,18
33894,43110,52326,9216,18
33330,43110,52890,9780,30
32010,43110,54210,11100,30
30186,43110,56034,12924,18
29358,43110,56862,13752,18
24354,43110,61866,18756,18
16254,43110,69966,26856,18
39870,43134,46398,3264,6
36582,43134,49686,6552,546
35742,43134,50526,7392,42
35178,43134,51090,7956,78
33894,43134,52374,9240,42
33306,43134,52962,9828,546
30954,43134,55314,12180,42
30810,43134,55458,12324,6162
28458,43134,57810,14676,6
28182,43134,58086,14952,42
26586,43134,59682,16548,42
25350,43134,60918,17784,78
25074,43134,61194,18060,42
22134,43134,64134,21000,42
16926,43134,69342,26208,546
13566,43134,72702,29568,42
9870,43134,76398,33264,42
9030,43134,77238,34104,42
7590,43134,78678,35544,6
7410,43134,78858,35724,78
42462,43218,43974,756,126
41490,43218,44946,1728,18
41118,43218,45318,2100,42
39438,43218,46998,3780,126
38682,43218,47754,4536,126
37890,43218,48546,5328,18
36498,43218,49938,6720,42
34902,43218,51534,8316,126
34110,43218,52326,9108,18
33030,43218,53406,10188,18
28854,43218,57582,14364,126
28170,43218,58266,15048,18
28098,43218,58338,15120,126
28014,43218,58422,15204,42
25074,43218,61362,18144,126
24738,43218,61698,18480,42
23670,43218,62766,19548,18
23058,43218,63378,20160,126
22638,43218,63798,20580,2058
22302,43218,64134,20916,126
19710,43218,66726,23508,18
16470,43218,69966,26748,18
16254,43218,70182,26964,126
15498,43218,70938,27720,126
13398,43218,73038,29820,42
11718,43218,74718,31500,126
10962,43218,75474,32256,126
10290,43218,76146,32928,2058
8610,43218,77826,34608,42
42510,43350,44190,840,30
41382,43350,45318,1968,6
38970,43350,47730,4380,30
33966,43350,52734,9384,102
26070,43350,60630,17280,30
25470,43350,61230,17880,30
24066,43350,62634,19284,6
16422,43350,70278,26928,102
15810,43350,70890,27540,510
9690,43350,77010,33660,510
42174,43722,45270,1548,18
41490,43722,45954,2232,18
40410,43722,47034,3312,18
39186,43722,48258,4536,126
37758,43722,49686,5964,42
36918,43722,50526,6804,126
35730,43722,51714,7992,18
35406,43722,52038,8316,126
34710,43722,52734,9012,6
33138,43722,54306,10584,126
31806,43722,55638,11916,18
31626,43722,55818,12096,126
31410,43722,56034,12312,18
29358,43722,58086,14364,126
28602,43722,58842,15120,126
25470,43722,61974,18252,18
24066,43722,63378,19656,126
19350,43722,68094,24372,18
18522,43722,68922,25200,126
16650,43722,70794,27072,18
15498,43722,71946,28224,126
13398,43722,74046,30324,42
11718,43722,75726,32004,126
11610,43722,75834,32112,18
11250,43722,76194,32472,18
10962,43722,76482,32760,126
9990,43722,77454,33732,18
8970,43722,78474,34752,6
41706,43830,45954,2124,18
41418,43830,46242,2412,18
39942,43830,47718,3888,18
39930,43830,47730,3900,30
38130,43830,49530,5700,30
37962,43830,49698,5868,18
37638,43830,50022,6192,18
31626,43830,56034,12204,18
24318,43830,63342,19512,18
24090,43830,63570,19740,30
21750,43830,65910,22080,30
17766,43830,69894,26064,18
14994,43830,72666,28836,18
11466,43830,76194,32364,18
43830,43974,44118,144,18
41706,43974,46242,2268,126
37926,43974,50022,6048,126
37026,43974,50922,6948,18
36234,43974,51714,7740,18
35574,43974,52374,8400,42
34902,43974,53046,9072,126
34146,43974,53802,9828,126
32802,43974,55146,11172,42
32310,43974,55638,11664,18
30366,43974,57582,13608,126
29526,43974,58422,14448,42
26586,43974,61362,17388,126
26370,43974,61578,17604,18
25974,43974,61974,18000,18
25470,43974,62478,18504,18
25074,43974,62874,18900,126
22410,43974,65538,21564,18
22302,43974,65646,21672,126
17766,43974,70182,26208,126
17670,43974,70278,26304,6
16254,43974,71694,27720,126
15834,43974,72114,28140,42
15246,43974,72702,28728,126
13986,43974,73962,29988,126
11466,43974,76482,32508,126
43134,44022,44910,888,6
41910,44022,46134,2112,66
39870,44022,48174,4152,6
39798,44022,48246,4224,66
38346,44022,49698,5676,66
35970,44022,52074,8052,66
35670,44022,52374,8352,174
35310,44022,52734,8712,66
33894,44022,54150,10128,6
32010,44022,56034,12012,66
31806,44022,56238,12216,6
28530,44022,59514,15492,6
27258,44022,60786,16764,66
26070,44022,61974,17952,66
22134,44022,65910,21888,6
20706,44022,67338,23316,174
18942,44022,69102,25080,66
17766,44022,70278,26256,6
17250,44022,70794,26772,138
15930,44022,72114,28092,6
42822,44070,45318,1248,78
40410,44070,47730,3660,30
35970,44070,52170,8100,30
35406,44070,52734,8664,6
35178,44070,52962,8892,78
34710,44070,53430,9360,390
33990,44070,54150,10080,30
32994,44070,55146,11076,78
30330,44070,57810,13740,30
28458,44070,59682,15612,6
24390,44070,63750,19680,30
21330,44070,66810,22740,30
17250,44070,70890,26820,30
41490,44118,46746,2628,18
39990,44118,48246,4128,258
37710,44118,50526,6408,18
26370,44118,61866,17748,18
25470,44118,62766,18648,18
24486,44118,63750,19632,6
16254,44118,71982,27864,2322
14994,44118,73242,29124,18
9690,44118,78546,34428,114
42174,44154,46134,1980,198
42066,44154,46242,2088,18
41910,44154,46398,2244,66
36234,44154,52074,7920,198
35970,44154,52338,8184,66
35574,44154,52734,8580,66
35046,44154,53262,9108,198
34902,44154,53406,9252,18
32994,44154,55314,11160,18
30366,44154,57942,13788,18
29370,44154,58938,14784,66
27390,44154,60918,16764,66
26370,44154,61938,17784,18
26070,44154,62238,18084,66
25542,44154,62766,18612,198
24930,44154,63378,19224,18
24738,44154,63570,19416,6
22410,44154,65898,21744,18
21294,44154,67014,22860,18
19866,44154,68442,24288,66
18414,44154,69894,25740,198
16470,44154,71838,27684,18
13950,44154,74358,30204,18
11070,44154,77238,33084,18
8910,44154,79398,35244,198
43110,44190,45270,1080,90
41382,44190,46998,2808,18
38682,44190,49698,5508,18
37758,44190,50622,6432,6
37290,44190,51090,6900,30
32214,44190,56166,11976,6
31806,44190,56574,12384,18
30366,44190,58014,13824,18
30114,44190,58266,14076,18
27750,44190,60630,16440,30
23250,44190,65130,20940,30
20286,44190,68094,23904,18
18414,44190,69966,25776,18
9030,44190,79350,35160,30
43722,44478,45234,756,126
42822,44478,46134,1656,18
40410,44478,48546,4068,18
39942,44478,49014,4536,126
37710,44478,51246,6768,18
36918,44478,52038,7560,126
36582,44478,52374,7896,42
35574,44478,53382,8904,42
34110,44478,54846,10368,18
33138,44478,55818,11340,126
32382,44478,56574,12096,126
30114,44478,58842,14364,126
28602,44478,60354,15876,126
28170,44478,60786,16308,18
27258,44478,61698,17220,42
24822,44478,64134,19656,126
23058,44478,65898,21420,126
22134,44478,66822,22344,42
20034,44478,68922,24444,126
16254,44478,72702,28224,126
14994,44478,73962,29484,126
12558,44478,76398,31920,42
11718,44478,77238,32760,126
10962,44478,77994,33516,126
44478,44910,45342,432,18
42822,44910,46998,2088,18
42066,44910,47754,2844,18
39798,44910,50022,5112,18
37026,44910,52794,7884,18
36018,44910,53802,8892,18
35670,44910,54150,9240,30
32010,44910,57810,12900,30
31806,44910,58014,13104,18
31482,44910,58338,13428,18
28458,44910,61362,16452,18
26070,44910,63750,18840,30
20010,44910,69810,24900,30
13986,44910,75834,30924,18
10962,44910,78858,33948,18
42174,44946,47718,2772,198
39870,44946,50022,5076,18
38970,44946,50922,5976,18
36234,44946,53658,8712,198
36090,44946,53802,8856,18
35970,44946,53922,8976,66
35742,44946,54150,9204,6
35046,44946,54846,9900,198
33726,44946,56166,11220,66
33030,44946,56862,11916,18
32310,44946,57582,12636,18
31806,44946,58086,13140,18
31626,44946,58266,13320,18
30954,44946,58938,13992,66
28530,44946,61362,16416,18
28314,44946,61578,16632,198
27918,44946,61974,17028,198
27258,44946,62634,17688,66
24354,44946,65538,20592,198
23166,44946,66726,21780,198
22110,44946,67782,22836,66
19710,44946,70182,25236,18
16650,44946,73242,28296,18
15930,44946,73962,29016,18
12750,44946,77142,32196,6
43134,45066,46998,1932,42
41538,45066,48594,3528,42
41118,45066,49014,3948,42
39606,45066,50526,5460,42
39510,45066,50622,5556,6
37962,45066,52170,7104,222
37758,45066,52374,7308,1218
35574,45066,54558,9492,42
34146,45066,55986,10920,42
33966,45066,56166,11100,222
33894,45066,56238,11172,42
32190,45066,57942,12876,6438
27258,45066,62874,17808,42
26418,45066,63714,18648,1554
24486,45066,65646,20580,42
16530,45066,73602,28536,174
13986,45066,76146,31080,1554
13110,45066,77022,31956,6
44070,45234,46398,1164,6
43722,45234,46746,1512,126
41454,45234,49014,3780,126
39942,45234,50526,5292,126
38130,45234,52338,7104,6
37206,45234,53262,8028,18
36810,45234,53658,8424,18
35010,45234,55458,10224,18
33894,45234,56574,11340,126
32382,45234,58086,12852,126
31626,45234,58842,13608,126
30954,45234,59514,14280,42
30114,45234,60354,15120,126
28602,45234,61866,16632,126
28530,45234,61938,16704,18
27990,45234,62478,17244,18
24930,45234,65538,20304,18
24822,45234,65646,20412,126
22302,45234,68166,22932,126
20286,45234,70182,24948,126
18522,45234,71946,26712,126
18354,45234,72114,26880,42
17766,45234,72702,27468,126
16926,45234,73542,28308,42
16422,45234,74046,28812,42
14994,45234,75474,30240,126
13986,45234,76482,31248,126
11610,45234,78858,33624,18
11070,45234,79398,34164,18
10962,45234,79506,34272,126
45066,45270,45474,204,6
43218,45270,47322,2052,18
42822,45270,47718,2448,18
38502,45270,52038,6768,18
36234,45270,54306,9036,18
34902,45270,55638,10368,18
33966,45270,56574,11304,18
30186,45270,60354,15084,18
29754,45270,60786,15516,18
28602,45270,61938,16668,18
26970,45270,63570,18300,30
17766,45270,72774,27504,18
15810,45270,74730,29460,30
15498,45270,75042,29772,18
13398,45270,77142,31872,6
42462,45318,48174,2856,42
39390,45318,51246,5928,78
37206,45318,53430,8112,78
35178,45318,55458,10140,78
34470,45318,56166,10848,6
32370,45318,58266,12948,6474
32214,45318,58422,13104,546
31746,45318,58890,13572,78
30954,45318,59682,14364,42
27258,45318,63378,18060,42
24738,45318,65898,20580,42
23166,45318,67470,22152,78
21714,45318,68922,23604,42
21294,45318,69342,24024,546
18942,45318,71694,26376,42
18522,45318,72114,26796,42
13398,45318,77238,31920,42
42510,45342,48174,2832,6
41670,45342,49014,3672,18
39798,45342,50886,5544,198
39438,45342,51246,5904,18
38970,45342,51714,6372,18
38346,45342,52338,6996,66
37890,45342,52794,7452,18
37638,45342,53046,7704,18
37026,45342,53658,8316,198
35046,45342,55638,10296,198
34110,45342,56574,11232,18
32310,45342,58374,13032,18
31746,45342,58938,13596,66
30330,45342,60354,15012,18
27918,45342,62766,17424,198
26970,45342,63714,18372,6
23670,45342,67014,21672,18
19866,45342,70818,25476,66
15210,45342,75474,30132,18
12690,45342,77994,32652,18
44946,45474,46002,528,66
43218,45474,47730,2256,6
41418,45474,49530,4056,78
39858,45474,51090,5616,78
37290,45474,53658,8184,66
37026,45474,53922,8448,66
35310,45474,55638,10164,66
34710,45474,56238,10764,78
33138,45474,57810,12336,6
32010,45474,58938,13464,66
29754,45474,61194,15720,6
29370,45474,61578,16104,66
28314,45474,62634,17160,858
28182,45474,62766,17292,66
23166,45474,67782,22308,858
20130,45474,70818,25344,66
20010,45474,70938,25464,6
19866,45474,71082,25608,66
15246,45474,75702,30228,66
44022,45510,46998,1488,6
41490,45510,49530,4020,30
39930,45510,51090,5580,30
39606,45510,51414,5904,246
38682,45510,52338,6828,6
38130,45510,52890,7380,1230
37758,45510,53262,7752,6
37638,45510,53382,7872,246
36810,45510,54210,8700,30
29790,45510,61230,15720,30
24210,45510,66810,21300,30
21150,45510,69870,24360,30
20130,45510,70890,25380,30
18354,45510,72666,27156,6
13566,45510,77454,31944,6
45510,45954,46398,444,222
44910,45954,46998,1044,18
44190,45954,47718,1764,18
44154,45954,47754,1800,18
42066,45954,49842,3888,54
41382,45954,50526,4572,18
39870,45954,52038,6084,18
38502,45954,53406,7452,1242
37758,45954,54150,8196,6
36090,45954,55818,9864,18
35742,45954,56166,10212,5106
35670,45954,56238,10284,6
35046,45954,56862,10908,54
34110,45954,57798,11844,18
33966,45954,57942,11988,1998
33894,45954,58014,12060,18
33570,45954,58338,12384,18
30330,45954,61578,15624,18
28530,45954,63378,17424,18
26370,45954,65538,19584,18
18354,45954,73554,27600,138
12558,45954,79350,33396,138
44946,46002,47058,1056,66
43830,46002,48174,2172,6
42066,46002,49938,3936,246
41382,46002,50622,4620,66
41118,46002,50886,4884,66
39930,46002,52074,6072,66
38346,46002,53658,7656,66
36018,46002,55986,9984,6
35970,46002,56034,10032,66
33990,46002,58014,12012,66
33894,46002,58110,12108,6
30810,46002,61194,15192,6
29526,46002,62478,16476,6
29370,46002,62634,16632,66
22134,46002,69870,23868,102
22110,46002,69894,23892,66
18450,46002,73554,27552,246
16530,46002,75474,29472,6
15810,46002,76194,30192,102
14994,46002,77010,31008,102
13398,46002,78606,32604,66
45270,46134,46998,864,18
45234,46134,47034,900,18
44946,46134,47322,1188,198
44022,46134,48246,2112,66
43722,46134,48546,2412,18
41382,46134,50886,4752,198
39942,46134,52326,6192,18
39930,46134,52338,6204,66
38346,46134,53922,7788,66
37962,46134,54306,8172,18
37710,46134,54558,8424,18
36810,46134,55458,9324,18
36234,46134,56034,9900,198
35406,46134,56862,10728,18
34470,46134,57798,11664,18
33894,46134,58374,12240,18
33330,46134,58938,12804,66
31482,46134,60786,14652,198
30330,46134,61938,15804,18
29790,46134,62478,16344,18
26622,46134,65646,19512,18
26370,46134,65898,19764,18
25542,46134,66726,20592,198
24930,46134,67338,21204,18
24486,46134,67782,21648,66
23166,46134,69102,22968,198
22302,46134,69966,23832,18
21330,46134,70938,24804,18
20286,46134,71982,25848,18
18414,46134,73854,27720,198
18090,46134,74178,28044,18
15246,46134,77022,30888,198
42462,46242,50022,3780,126
40410,46242,52074,5832,18
39438,46242,53046,6804,126
38682,46242,53802,7560,126
37926,46242,54558,8316,126
37638,46242,54846,8604,18
37026,46242,55458,9216,18
36498,46242,55986,9744,42
34902,46242,57582,11340,126
34470,46242,58014,11772,18
34146,46242,58338,12096,126
34110,46242,58374,12132,18
32802,46242,59682,13440,42
26586,46242,65898,19656,126
25470,46242,67014,20772,18
24390,46242,68094,21852,18
24318,46242,68166,21924,126
23142,46242,69342,23100,42
22302,46242,70182,23940,126
19710,46242,72774,26532,18
18942,46242,73542,27300,42
18522,46242,73962,27720,126
17766,46242,74718,28476,126
16758,46242,75726,29484,126
16650,46242,75834,29592,18
15246,46242,77238,30996,126
14250,46242,78234,31992,6
45474,46398,47322,924,66
45066,46398,47730,1332,222
43110,46398,49686,3288,6
42174,46398,50622,4224,66
41910,46398,50886,4488,66
41706,46398,51090,4692,6
41382,46398,51414,5016,1254
39390,46398,53406,7008,6
36810,46398,55986,9588,6
35310,46398,57486,11088,66
34710,46398,58086,11688,6
32010,46398,60786,14388,66
27258,46398,65538,19140,66
26070,46398,66726,20328,66
25974,46398,66822,20424,222
24354,46398,68442,22044,66
24090,46398,68706,22308,66
21714,46398,71082,24684,66
20130,46398,72666,26268,66
18942,46398,73854,27456,66
16650,46398,76146,29748,222
14250,46398,78546,32148,114
45318,46746,48174,1428,42
45234,46746,48258,1512,126
44946,46746,48546,1800,18
44478,46746,49014,2268,126
41454,46746,52038,5292,882
41418,46746,52074,5328,18
41118,46746,52374,5628,42
39186,46746,54306,7560,126
38346,46746,55146,8400,42
36918,46746,56574,9828,126
35406,46746,58086,11340,126
33138,46746,60354,13608,126
31626,46746,61866,15120,126
30114,46746,63378,16632,126
29358,46746,64134,17388,126
24390,46746,69102,22356,18
23598,46746,69894,23148,18
22410,46746,71082,24336,18
18450,46746,75042,28296,18
17766,46746,75726,28980,126
16470,46746,77022,30276,18
16254,46746,77238,30492,126
15498,46746,77994,31248,126
46242,46998,47754,756,126
44154,46998,49842,2844,18
43974,46998,50022,3024,126
43110,46998,50886,3888,18
42462,46998,51534,4536,126
41670,46998,52326,5328,18
39438,46998,54558,7560,126
38682,46998,55314,8316,126
37962,46998,56034,9036,18
37830,46998,56166,9168,6
37758,46998,56238,9240,42
35730,46998,58266,11268,18
35658,46998,58338,11340,126
35574,46998,58422,11424,42
32802,46998,61194,14196,42
31230,46998,62766,15768,18
29790,46998,64206,17208,18
28458,46998,65538,18540,18
28098,46998,65898,18900,126
25290,46998,68706,21708,18
25074,46998,68922,21924,126
24738,46998,69258,22260,42
23058,46998,70938,23940,126
22302,46998,71694,24696,126
21330,46998,72666,25668,18
21294,46998,72702,25704,126
20034,46998,73962,26964,126
18522,46998,75474,28476,126
16758,46998,77238,30240,126
16254,46998,77742,30744,126
45474,47034,48594,1560,78
42822,47034,51246,4212,702
42030,47034,52038,5004,18
41730,47034,52338,5304,78
40410,47034,53658,6624,18
39858,47034,54210,7176,78
39510,47034,54558,7524,18
37830,47034,56238,9204,78
37206,47034,56862,9828,702
36582,47034,57486,10452,5226
35730,47034,58338,11304,18
35178,47034,58890,11856,78
32370,47034,61698,14664,78
28530,47034,65538,18504,18
28170,47034,65898,18864,18
27258,47034,66810,19776,6
25974,47034,68094,21060,702
23250,47034,70818,23784,6
21294,47034,72774,25740,234
19710,47034,74358,27324,54
19350,47034,74718,27684,18
17670,47034,76398,29364,6
16926,47034,77142,30108,78
15834,47034,78234,31200,78
15210,47034,78858,31824,234
41382,47058,52734,5676,66
38970,47058,55146,8088,6
38130,47058,55986,8928,186
35742,47058,58374,11316,138
35178,47058,58938,11880,66
33330,47058,60786,13728,66
31482,47058,62634,15576,66
30366,47058,63750,16692,6
27390,47058,66726,19668,66
22134,47058,71982,24924,186
18942,47058,75174,28116,66
18414,47058,75702,28644,2046
46398,47322,48246,924,66
44946,47322,49698,2376,198
44118,47322,50526,3204,18
44022,47322,50622,3300,66
43722,47322,50922,3600,18
43110,47322,51534,4212,18
41910,47322,52734,5412,66
41382,47322,53262,5940,198
39798,47322,54846,7524,198
39186,47322,55458,8136,18
35310,47322,59334,12012,66
33726,47322,60918,13596,66
32010,47322,62634,15312,66
31770,47322,62874,15552,18
29370,47322,65274,17952,66
27918,47322,66726,19404,198
27630,47322,67014,19692,18
25542,47322,69102,21780,198
21870,47322,72774,25452,18
20286,47322,74358,27036,18
19470,47322,75174,27852,66
19170,47322,75474,28152,18
18942,47322,75702,28380,66
18450,47322,76194,28872,18
16650,47322,77994,30672,18
44910,47718,50526,2808,18
44190,47718,51246,3528,18
44022,47718,51414,3696,66
43722,47718,51714,3996,18
43110,47718,52326,4608,18
42174,47718,53262,5544,198
42030,47718,53406,5688,18
41130,47718,54306,6588,18
39798,47718,55638,7920,198
37638,47718,57798,10080,18
36498,47718,58938,11220,66
33570,47718,61866,14148,18
32802,47718,62634,14916,66
31230,47718,64206,16488,18
29790,47718,65646,17928,18
29526,47718,65910,18192,6
28098,47718,67338,19620,18
25542,47718,69894,22176,198
25470,47718,69966,22248,18
24354,47718,71082,23364,198
24090,47718,71346,23628,66
23598,47718,71838,24120,18
21390,47718,74046,26328,6
20706,47718,74730,27012,6
19710,47718,75726,28008,18
18414,47718,77022,29304,198
16758,47718,78678,30960,18
15930,47718,79506,31788,18
43134,47730,52326,4596,6
42030,47730,53430,5700,30
41538,47730,53922,6192,258
31746,47730,63714,15984,222
30330,47730,65130,17400,30
30186,47730,65274,17544,258
27990,47730,67470,19740,30
24210,47730,71250,23520,30
20286,47730,75174,27444,6
19470,47730,75990,28260,30
18450,47730,77010,29280,30
43974,47754,51534,3780,126
43134,47754,52374,4620,42
42462,47754,53046,5292,126
41706,47754,53802,6048,126
39870,47754,55638,7884,18
37926,47754,57582,9828,126
37710,47754,57798,10044,18
34146,47754,61362,13608,126
33570,47754,61938,14184,18
33030,47754,62478,14724,18
28170,47754,67338,19584,18
26586,47754,68922,21168,126
25542,47754,69966,22212,18
23670,47754,71838,24084,18
21330,47754,74178,26424,18
21150,47754,74358,26604,18
20034,47754,75474,27720,126
17766,47754,77742,29988,126
16650,47754,78858,31104,18
47754,48174,48594,420,42
44022,48174,52326,4152,6
43974,48174,52374,4200,42
38766,48174,57582,9408,42
37926,48174,58422,10248,42
34410,48174,61938,13764,6882
34110,48174,62238,14064,6
32214,48174,64134,15960,42
30810,48174,65538,17364,6
29526,48174,66822,18648,1554
28182,48174,68166,19992,42
26070,48174,70278,22104,6
25530,48174,70818,22644,222
22302,48174,74046,25872,42
19866,48174,76482,28308,42
18522,48174,77826,29652,42
18354,48174,77994,29820,42
17670,48174,78678,30504,186
44154,48246,52338,4092,66
44118,48246,52374,4128,258
43110,48246,53382,5136,6
38682,48246,57810,9564,6
36810,48246,59682,11436,6
35574,48246,60918,12672,66
33726,48246,62766,14520,66
30954,48246,65538,17292,66
27390,48246,69102,20856,66
26622,48246,69870,21624,102
23250,48246,73242,24996,6
22638,48246,73854,25608,66
22134,48246,74358,26112,102
20010,48246,76482,28236,6
19470,48246,77022,28776,66
19350,48246,77142,28896,258
45270,48258,51246,2988,18
44478,48258,52038,3780,126
44190,48258,52326,4068,18
43722,48258,52794,4536,126
43134,48258,53382,5124,42
43110,48258,53406,5148,18
41670,48258,54846,6588,18
39942,48258,56574,8316,126
38502,48258,58014,9756,18
35730,48258,60786,12528,18
33138,48258,63378,15120,126
32802,48258,63714,15456,42
32382,48258,64134,15876,126
32310,48258,64206,15948,18
29790,48258,66726,18468,18
27258,48258,69258,21000,42
26622,48258,69894,21636,18
24822,48258,71694,23436,126
20034,48258,76482,28224,126
18522,48258,77994,29736,126
46002,48546,51090,2544,6
43830,48546,53262,4716,18
41454,48546,55638,7092,18
39606,48546,57486,8940,6
39510,48546,57582,9036,18
37758,48546,59334,10788,5394
35730,48546,61362,12816,18
30366,48546,66726,18180,18
29754,48546,67338,18792,1566
28458,48546,68634,20088,1674
28170,48546,68922,20376,18
27990,48546,69102,20556,18
27750,48546,69342,20796,6
24390,48546,72702,24156,18
24318,48546,72774,24228,18
21390,48546,75702,27156,186
19350,48546,77742,29196,18
18414,48546,78678,30132,1674
45474,48594,51714,3120,78
41730,48594,55458,6864,78
39942,48594,57246,8652,42
39606,48594,57582,8988,42
39390,48594,57798,9204,78
38766,48594,58422,9828,546
38346,48594,58842,10248,42
34710,48594,62478,13884,6942
30366,48594,66822,18228,42
26370,48594,70818,22224,6
25350,48594,71838,23244,78
25074,48594,72114,23520,42
24486,48594,72702,24108,42
23142,48594,74046,25452,42
21714,48594,75474,26880,42
20706,48594,76482,27888,42
45954,49014,52074,3060,18
45234,49014,52794,3780,126
45066,49014,52962,3948,42
43722,49014,54306,5292,126
41454,49014,56574,7560,126
39942,49014,58086,9072,126
39606,49014,58422,9408,42
39186,49014,58842,9828,126
38346,49014,59682,10668,42
36090,49014,61938,12924,18
33894,49014,64134,15120,126
32382,49014,65646,16632,126
27750,49014,70278,21264,6
24486,49014,73542,24528,42
24066,49014,73962,24948,126
23670,49014,74358,25344,18
22302,49014,75726,26712,126
20286,49014,77742,28728,126
20034,49014,77994,28980,126
19350,49014,78678,29664,18
48174,49530,50886,1356,6
44910,49530,54150,4620,30
42822,49530,56238,6708,78
41118,49530,57942,8412,6
40170,49530,58890,9360,390
37830,49530,61230,11700,390
36582,49530,62478,12948,78
35310,49530,63750,14220,30
28170,49530,70890,21360,30
19710,49530,79350,29820,30
47034,49686,52338,2652,78
46998,49686,52374,2688,42
45066,49686,54306,4620,42
43134,49686,56238,6552,546
42510,49686,56862,7176,78
39858,49686,59514,9828,546
36498,49686,62874,13188,42
35658,49686,63714,14028,42
35574,49686,63798,14112,294
33726,49686,65646,15960,42
30114,49686,69258,19572,42
27390,49686,71982,22296,6
27258,49686,72114,22428,42
23670,49686,75702,26016,6
22134,49686,77238,27552,42
19866,49686,79506,29820,42
19710,49686,79662,29976,6
47322,49698,52074,2376,198
47058,49698,52338,2640,66
46134,49698,53262,3564,198
45474,49698,53922,4224,66
42822,49698,56574,6876,18
41910,49698,57486,7788,66
41454,49698,57942,8244,18
41382,49698,58014,8316,198
41130,49698,58266,8568,18
38766,49698,60630,10932,6
36918,49698,62478,12780,18
36018,49698,63378,13680,18
32382,49698,67014,17316,18
31230,49698,68166,18468,18
30954,49698,68442,18744,66
29526,49698,69870,20172,6
28602,49698,70794,21096,18
28458,49698,70938,21240,18
28314,49698,71082,21384,198
26622,49698,72774,23076,18
25542,49698,73854,24156,198
25350,49698,74046,24348,6
24354,49698,75042,25344,198
23670,49698,75726,26028,18
23250,49698,76146,26448,6
48594,49842,51090,1248,78
45474,49842,54210,4368,78
43110,49842,56574,6732,18
42822,49842,56862,7020,702
41670,49842,58014,8172,18
41418,49842,58266,8424,702
40170,49842,59514,9672,78
38766,49842,60918,11076,5538
37710,49842,61974,12132,18
37206,49842,62478,12636,702
36918,49842,62766,12924,18
36810,49842,62874,13032,18
35970,49842,63714,13872,6
34410,49842,65274,15432,6
34146,49842,65538,15696,18
32214,49842,67470,17628,78
29790,49842,69894,20052,18
28602,49842,71082,21240,18
27990,49842,71694,21852,18
24210,49842,75474,25632,18
20286,49842,79398,29556,18
45954,49938,53922,3984,6
45318,49938,54558,4620,42
42066,49938,57810,7872,246
41538,49938,58338,8400,42
41454,49938,58422,8484,42
38682,49938,61194,11256,42
37638,49938,62238,12300,246
36498,49938,63378,13440,42
35742,49938,64134,14196,42
35670,49938,64206,14268,7134
33966,49938,65910,15972,6
30954,49938,68922,18984,42
28530,49938,71346,21408,6
28182,49938,71694,21756,42
22638,49938,77238,27300,42
22134,49938,77742,27804,42
21330,49938,78546,28608,6
47718,50022,52326,2304,18
46998,50022,53046,3024,126
46242,50022,53802,3780,126
42462,50022,57582,7560,126
42030,50022,58014,7992,18
41706,50022,58338,8316,126
41670,50022,58374,8352,18
38682,50022,61362,11340,126
