第1环质量,第2环质量,第3环质量,公差,最大公约数
52338,61578,70818,9240,66
52074,61578,71082,9504,198
47322,61578,75834,14256,198
46134,61578,77022,15444,198
44478,61578,78678,17100,18
60918,61698,62478,780,78
60630,61698,62766,1068,6
59682,61698,63714,2016,42
58266,61698,65130,3432,78
57486,61698,65910,4212,78
56574,61698,66822,5124,42
53430,61698,69966,8268,78
51414,61698,71982,10284,6
50622,61698,72774,11076,78
49842,61698,73554,11856,78
46998,61698,76398,14700,42
60354,61866,63378,1512,126
58086,61866,65646,3780,126
55638,61866,68094,6228,18
53922,61866,69810,7944,6
52794,61866,70938,9072,126
52038,61866,71694,9828,126
49686,61866,74046,12180,42
49014,61866,74718,12852,126
48258,61866,75474,13608,126
58338,61938,65538,3600,18
56862,61938,67014,5076,54
52794,61938,71082,9144,18
52038,61938,71838,9900,18
50022,61938,73854,11916,18
49698,61938,74178,12240,18
48174,61938,75702,13764,6882
47730,61938,76146,14208,222
46134,61938,77742,15804,18
45270,61938,78606,16668,18
44478,61938,79398,17460,18
56166,61974,67782,5808,66
55314,61974,68634,6660,18
54846,61974,69102,7128,198
51246,61974,72702,10728,18
48246,61974,75702,13728,66
47754,61974,76194,14220,18
45954,61974,77994,16020,18
45474,61974,78474,16500,66
45342,61974,78606,16632,198
45270,61974,78678,16704,18
58938,62238,65538,3300,66
56034,62238,68442,6204,66
53658,62238,70818,8580,66
50922,62238,73554,11316,5658
50622,62238,73854,11616,66
46242,62238,78234,15996,6
46002,62238,78474,16236,2706
61578,62478,63378,900,18
59682,62478,65274,2796,6
57942,62478,67014,4536,54
57486,62478,67470,4992,78
56862,62478,68094,5616,702
56034,62478,68922,6444,18
55146,62478,69810,7332,78
53262,62478,71694,9216,18
51714,62478,73242,10764,234
51414,62478,73542,11064,6
47718,62478,77238,14760,18
61698,62634,63570,936,78
57798,62634,67470,4836,78
57486,62634,67782,5148,858
56166,62634,69102,6468,66
55458,62634,69810,7176,78
53922,62634,71346,8712,66
53430,62634,71838,9204,78
51714,62634,73554,10920,78
51414,62634,73854,11220,66
51090,62634,74178,11544,78
48258,62634,77010,14376,6
48246,62634,77022,14388,66
47034,62634,78234,15600,78
55638,62766,69894,7128,198
49698,62766,75834,13068,198
47058,62766,78474,15708,66
46134,62766,79398,16632,198
58938,62874,66810,3936,6
57582,62874,68166,5292,126
53802,62874,71946,9072,126
53046,62874,72702,9828,126
50022,62874,75726,12852,126
47754,62874,77994,15120,126
62478,63342,64206,864,54
60786,63342,65898,2556,18
57582,63342,69102,5760,18
54846,63342,71838,8496,18
52326,63342,74358,11016,2754
56862,63378,69894,6516,18
56574,63378,70182,6804,126
55818,63378,70938,7560,126
52794,63378,73962,10584,126
52038,63378,74718,11340,126
51714,63378,75042,11664,18
50922,63378,75834,12456,18
49014,63378,77742,14364,126
63342,63570,63798,228,6
61866,63570,65274,1704,6
61230,63570,65910,2340,390
57798,63570,69342,5772,78
57246,63570,69894,6324,6
56862,63570,70278,6708,78
52962,63570,74178,10608,78
51414,63570,75726,12156,6
49686,63570,77454,13884,78
48594,63570,78546,14976,78
59334,63714,68094,4380,6
58086,63714,69342,5628,42
57246,63714,70182,6468,42
55314,63714,72114,8400,42
53382,63714,74046,10332,1722
49686,63714,77742,14028,42
59334,63750,68166,4416,6
52326,63750,75174,11424,102
61698,63798,65898,2100,42
60786,63798,66810,3012,6
58890,63798,68706,4908,6
58338,63798,69258,5460,42
54558,63798,73038,9240,42
58374,64134,69894,5760,18
58086,64134,70182,6048,126
56574,64134,71694,7560,126
54306,64134,73962,9828,126
52794,64134,75474,11340,126
52074,64134,76194,12060,18
51246,64134,77022,12888,18
50526,64134,77742,13608,126
62874,64206,65538,1332,18
62766,64206,65646,1440,18
60630,64206,67782,3576,6
56574,64206,71838,7632,18
55638,64206,72774,8568,18
54558,64206,73854,9648,18
62478,65130,67782,2652,78
60918,65130,69342,4212,78
58422,65130,71838,6708,78
57486,65130,72774,7644,78
54558,65130,75702,10572,6
51714,65130,78546,13416,78
62766,65274,67782,2508,66
55818,65274,74730,9456,6
54846,65274,75702,10428,66
54558,65274,75990,10716,6
54150,65274,76398,11124,6
53406,65274,77142,11868,5934
52074,65274,78474,13200,66
62634,65538,68442,2904,66
61974,65538,69102,3564,198
58374,65538,72702,7164,18
56034,65538,75042,9504,198
60354,65646,70938,5292,126
57246,65646,74046,8400,42
56574,65646,74718,9072,126
55818,65646,75474,9828,126
55458,65646,75834,10188,18
55146,65646,76146,10500,42
54150,65646,77142,11496,6
62874,65898,68922,3024,126
59682,65898,72114,6216,42
57942,65898,73854,7956,18
55314,65898,76482,10584,126
54558,65898,77238,11340,126
53802,65898,77994,12096,126
63378,65910,68442,2532,6
62478,65910,69342,3432,78
58266,65910,73554,7644,78
55986,65910,75834,9924,6
62634,66726,70818,4092,66
60786,66726,72666,5940,198
55458,66726,77994,11268,18
54846,66726,78606,11880,198
63750,66810,69870,3060,510
63342,66810,70278,3468,102
60918,66810,72702,5892,6
58890,66810,74730,7920,30
56166,66810,77454,10644,6
55146,66810,78474,11664,6
63750,66822,69894,3072,6
61698,66822,71946,5124,42
59682,66822,73962,7140,42
57942,66822,75702,8880,222
57810,66822,75834,9012,6
57246,66822,76398,9576,42
55818,66822,77826,11004,42
64134,67014,69894,2880,18
63750,67014,70278,3264,102
61362,67014,72666,5652,18
60786,67014,73242,6228,18
56574,67014,77454,10440,18
56034,67014,77994,10980,18
61974,67338,72702,5364,18
60630,67338,74046,6708,258
58842,67338,75834,8496,18
55818,67338,78858,11520,18
65130,67470,69810,2340,390
62238,67470,72702,5232,6
61698,67470,73242,5772,78
57798,67470,77142,9672,78
57486,67470,77454,9984,78
58422,67782,77142,9360,78
58110,67782,77454,9672,78
65910,68094,70278,2184,78
64206,68094,71982,3888,54
62634,68094,73554,5460,78
60354,68094,75834,7740,18
57582,68094,78606,10512,18
65538,68166,70794,2628,18
62478,68166,73854,5688,18
61974,68166,74358,6192,18
60630,68166,75702,7536,6
58338,68166,77994,9828,126
67782,68442,69102,660,66
67014,68442,69870,1428,102
65538,68442,71346,2904,66
63342,68442,73542,5100,102
58890,68442,77994,9552,6
58338,68442,78546,10104,6
68166,68634,69102,468,18
63714,68634,73554,4920,246
60786,68634,76482,7848,18
62238,68706,75174,6468,66
61938,68706,75474,6768,18
61578,68706,75834,7128,198
58938,68706,78474,9768,66
65898,68922,71946,3024,126
63798,68922,74046,5124,42
61698,68922,76146,7224,42
61362,68922,76482,7560,126
65538,69102,72666,3564,198
62478,69102,75726,6624,18
61194,69102,77010,7908,6
66822,69258,71694,2436,42
65274,69258,73242,3984,6
63798,69258,74718,5460,42
63342,69258,75174,5916,102
67338,69342,71346,2004,6
65910,69342,72774,3432,78
65646,69342,73038,3696,42
65130,69342,73554,4212,78
61230,69342,77454,8112,78
69342,69810,70278,468,78
67782,69810,71838,2028,78
62478,69810,77142,7332,78
68922,69870,70818,948,6
63750,69870,75990,6120,510
63342,69870,76398,6528,102
61194,69870,78546,8676,6
68706,69894,71082,1188,198
68442,69894,71346,1452,66
68094,69894,71694,1800,18
67014,69894,72774,2880,18
63798,69894,75990,6096,6
62766,69894,77022,7128,198
68094,69966,71838,1872,234
64206,69966,75726,5760,18
62478,69966,77454,7488,234
61938,69966,77994,8028,18
61698,69966,78234,8268,78
66822,70182,73542,3360,42
66810,70182,73554,3372,6
65646,70182,74718,4536,126
63342,70182,77022,6840,18
68442,70278,72114,1836,102
67782,70278,72774,2496,78
67014,70278,73542,3264,102
69894,70794,71694,900,18
68922,70794,72666,1872,18
64134,70794,77454,6660,18
62238,70794,79350,8556,138
68094,70818,73542,2724,6
67782,70818,73854,3036,66
65910,70818,75726,4908,6
65646,70818,75990,5172,6
62238,70818,79398,8580,66
61974,70818,79662,8844,66
69258,70890,72522,1632,102
70182,70938,71694,756,126
69894,70938,71982,1044,18
69102,70938,72774,1836,18
68634,70938,73242,2304,18
64134,70938,77742,6804,126
62478,70938,79398,8460,18
70182,71082,71982,900,18
68922,71082,73242,2160,18
62766,71082,79398,8316,198
69258,71250,73242,1992,6
67782,71250,74718,3468,6
69342,71694,74046,2352,42
65646,71694,77742,6048,126
68634,71838,75042,3204,18
65130,71838,78546,6708,78
68166,71946,75726,3780,126
65898,71946,77994,6048,126
68922,71982,75042,3060,18
66822,71982,77142,5160,258
66726,71982,77238,5256,18
70182,72114,74046,1932,42
69870,72114,74358,2244,102
71082,72522,73962,1440,18
69870,72522,75174,2652,102
69342,72522,75702,3180,6
66810,72522,78234,5712,102
65646,72522,79398,6876,18
69342,72666,75990,3324,6
68094,72666,77238,4572,18
67338,72666,77994,5328,18
66726,72666,78606,5940,198
69258,72702,76146,3444,42
68922,72702,76482,3780,126
68166,72702,77238,4536,126
66726,72702,78678,5976,18
65898,72702,79506,6804,126
71946,72774,73602,828,18
71694,72774,73854,1080,18
70818,72774,74730,1956,6
68094,72774,77454,4680,234
72522,73038,73554,516,6
72114,73038,73962,924,42
71346,73038,74730,1692,282
67470,73038,78606,5568,6
72522,73242,73962,720,18
69342,73242,77142,3900,78
73038,73542,74046,504,42
71250,73542,75834,2292,6
70938,73542,76146,2604,42
70890,73542,76194,2652,102
69342,73542,77742,4200,42
69258,73542,77826,4284,714
69966,73554,77142,3588,1794
69870,73554,77238,3684,6
68634,73554,78474,4920,246
70182,73602,77022,3420,18
69966,73602,77238,3636,18
72666,73854,75042,1188,198
71982,73854,75726,1872,18
69966,73854,77742,3888,18
69102,73854,78606,4752,198
70182,73962,77742,3780,126
71946,74046,76146,2100,42
71694,74046,76398,2352,42
71082,74046,77010,2964,6
72522,74178,75834,1656,18
71346,74178,77010,2832,6
69810,74178,78546,4368,78
73542,74358,75174,816,102
73242,74358,75474,1116,18
72522,74358,76194,1836,918
71694,74358,77022,2664,18
70890,74358,77826,3468,102
73962,74718,75474,756,126
73602,74718,75834,1116,18
73242,74718,76194,1476,18
73038,74718,76398,1680,42
71982,74718,77454,2736,18
71694,74718,77742,3024,126
70890,74718,78546,3828,6
74358,75042,75726,684,18
73602,75042,76482,1440,18
74358,75174,75990,816,102
72522,75174,77826,2652,102
72114,75174,78234,3060,102
72774,75726,78678,2952,18
75474,75834,76194,360,18
73038,76194,79350,3156,6
75726,76482,77238,756,126
74730,76482,78234,1752,6
74358,76482,78606,2124,18
76194,77010,77826,816,102
75474,77010,78546,1536,6
74358,77010,79662,2652,102
76482,77238,77994,756,126
77010,77742,78474,732,6
76482,77994,79506,1512,126
78234,78546,78858,312,78
77742,78546,79350,804,6
